Week,Airports,Class,Passengers,Date
1988 W23,MEL-PER,First,364,06-06-1988
1988 W24,MEL-PER,First,377,13-06-1988
1988 W25,MEL-PER,First,320,20-06-1988
1988 W26,MEL-PER,First,270,27-06-1988
1988 W27,MEL-PER,First,360,04-07-1988
1988 W28,MEL-PER,First,335,11-07-1988
1988 W29,MEL-PER,First,400,18-07-1988
1988 W30,MEL-PER,First,343,25-07-1988
1988 W31,MEL-PER,First,409,01-08-1988
1988 W32,MEL-PER,First,403,08-08-1988
1988 W33,MEL-PER,First,401,15-08-1988
1988 W34,MEL-PER,First,405,22-08-1988
1988 W35,MEL-PER,First,386,29-08-1988
1988 W36,MEL-PER,First,310,05-09-1988
1988 W37,MEL-PER,First,355,12-09-1988
1988 W38,MEL-PER,First,331,19-09-1988
1988 W39,MEL-PER,First,225,26-09-1988
1988 W40,MEL-PER,First,376,03-10-1988
1988 W41,MEL-PER,First,300,10-10-1988
1988 W42,MEL-PER,First,438,17-10-1988
1988 W43,MEL-PER,First,339,24-10-1988
1988 W44,MEL-PER,First,410,31-10-1988
1988 W45,MEL-PER,First,447,07-11-1988
1988 W46,MEL-PER,First,453,14-11-1988
1988 W47,MEL-PER,First,426,21-11-1988
1988 W48,MEL-PER,First,465,28-11-1988
1988 W49,MEL-PER,First,357,05-12-1988
1988 W50,MEL-PER,First,286,12-12-1988
1988 W51,MEL-PER,First,116,19-12-1988
1988 W52,MEL-PER,First,171,26-12-1988
1989 W01,MEL-PER,First,220,02-01-1989
1989 W02,MEL-PER,First,266,09-01-1989
1989 W03,MEL-PER,First,283,16-01-1989
1989 W04,MEL-PER,First,259,23-01-1989
1989 W05,MEL-PER,First,392,30-01-1989
1989 W06,MEL-PER,First,410,06-02-1989
1989 W07,MEL-PER,First,399,13-02-1989
1989 W08,MEL-PER,First,394,20-02-1989
1989 W09,MEL-PER,First,399,27-02-1989
1989 W10,MEL-PER,First,390,06-03-1989
1989 W11,MEL-PER,First,300,13-03-1989
1989 W12,MEL-PER,First,327,20-03-1989
1989 W13,MEL-PER,First,462,27-03-1989
1989 W14,MEL-PER,First,421,03-04-1989
1989 W15,MEL-PER,First,390,10-04-1989
1989 W16,MEL-PER,First,374,17-04-1989
1989 W17,MEL-PER,First,487,24-04-1989
1989 W18,MEL-PER,First,421,01-05-1989
1989 W19,MEL-PER,First,392,08-05-1989
1989 W20,MEL-PER,First,394,15-05-1989
1989 W21,MEL-PER,First,362,22-05-1989
1989 W22,MEL-PER,First,345,29-05-1989
1989 W23,MEL-PER,First,401,05-06-1989
1989 W24,MEL-PER,First,409,12-06-1989
1989 W25,MEL-PER,First,333,19-06-1989
1989 W26,MEL-PER,First,280,26-06-1989
1989 W27,MEL-PER,First,313,03-07-1989
1989 W28,MEL-PER,First,337,10-07-1989
1989 W29,MEL-PER,First,291,17-07-1989
1989 W30,MEL-PER,First,268,24-07-1989
1989 W31,MEL-PER,First,320,31-07-1989
1989 W32,MEL-PER,First,301,07-08-1989
1989 W33,MEL-PER,First,134,14-08-1989
1989 W34,MEL-PER,First,0,21-08-1989
1989 W35,MEL-PER,First,0,28-08-1989
1989 W36,MEL-PER,First,0,04-09-1989
1989 W37,MEL-PER,First,0,11-09-1989
1989 W38,MEL-PER,First,0,18-09-1989
1989 W39,MEL-PER,First,0,25-09-1989
1989 W40,MEL-PER,First,0,02-10-1989
1989 W41,MEL-PER,First,0,09-10-1989
1989 W42,MEL-PER,First,0,16-10-1989
1989 W43,MEL-PER,First,162,23-10-1989
1989 W44,MEL-PER,First,44,30-10-1989
1989 W45,MEL-PER,First,0,06-11-1989
1989 W46,MEL-PER,First,0,13-11-1989
1989 W47,MEL-PER,First,0,20-11-1989
1989 W48,MEL-PER,First,8,27-11-1989
1989 W49,MEL-PER,First,14,04-12-1989
1989 W50,MEL-PER,First,10,11-12-1989
1989 W51,MEL-PER,First,0,18-12-1989
1989 W52,MEL-PER,First,7,25-12-1989
1990 W01,MEL-PER,First,17,01-01-1990
1990 W02,MEL-PER,First,56,08-01-1990
1990 W03,MEL-PER,First,41,15-01-1990
1990 W04,MEL-PER,First,65,22-01-1990
1990 W05,MEL-PER,First,54,29-01-1990
1990 W06,MEL-PER,First,219,05-02-1990
1990 W07,MEL-PER,First,285,12-02-1990
1990 W08,MEL-PER,First,285,19-02-1990
1990 W09,MEL-PER,First,217,26-02-1990
1990 W10,MEL-PER,First,244,05-03-1990
1990 W11,MEL-PER,First,341,12-03-1990
1990 W12,MEL-PER,First,272,19-03-1990
1990 W13,MEL-PER,First,268,26-03-1990
1990 W14,MEL-PER,First,178,02-04-1990
1990 W15,MEL-PER,First,170,09-04-1990
1990 W16,MEL-PER,First,212,16-04-1990
1990 W17,MEL-PER,First,316,23-04-1990
1990 W18,MEL-PER,First,314,30-04-1990
1990 W19,MEL-PER,First,265,07-05-1990
1990 W20,MEL-PER,First,303,14-05-1990
1990 W21,MEL-PER,First,229,21-05-1990
1990 W22,MEL-PER,First,222,28-05-1990
1990 W23,MEL-PER,First,238,04-06-1990
1990 W24,MEL-PER,First,264,11-06-1990
1990 W25,MEL-PER,First,237,18-06-1990
1990 W26,MEL-PER,First,199,25-06-1990
1990 W27,MEL-PER,First,192,02-07-1990
1990 W28,MEL-PER,First,250,09-07-1990
1990 W29,MEL-PER,First,193,16-07-1990
1990 W30,MEL-PER,First,254,23-07-1990
1990 W31,MEL-PER,First,240,30-07-1990
1990 W32,MEL-PER,First,227,06-08-1990
1990 W33,MEL-PER,First,240,13-08-1990
1990 W34,MEL-PER,First,209,20-08-1990
1990 W35,MEL-PER,First,216,27-08-1990
1990 W36,MEL-PER,First,233,03-09-1990
1990 W37,MEL-PER,First,219,10-09-1990
1990 W38,MEL-PER,First,112,17-09-1990
1990 W39,MEL-PER,First,205,24-09-1990
1990 W40,MEL-PER,First,202,01-10-1990
1990 W41,MEL-PER,First,192,08-10-1990
1990 W42,MEL-PER,First,238,15-10-1990
1990 W43,MEL-PER,First,251,22-10-1990
1990 W44,MEL-PER,First,173,29-10-1990
1990 W45,MEL-PER,First,253,05-11-1990
1990 W46,MEL-PER,First,232,12-11-1990
1990 W47,MEL-PER,First,248,19-11-1990
1990 W48,MEL-PER,First,231,26-11-1990
1990 W49,MEL-PER,First,188,03-12-1990
1990 W50,MEL-PER,First,190,10-12-1990
1990 W51,MEL-PER,First,59,17-12-1990
1990 W52,MEL-PER,First,53,24-12-1990
1991 W01,MEL-PER,First,96,31-12-1991
1991 W02,MEL-PER,First,149,07-01-1991
1991 W03,MEL-PER,First,146,14-01-1991
1991 W04,MEL-PER,First,184,21-01-1991
1991 W05,MEL-PER,First,225,28-01-1991
1991 W06,MEL-PER,First,217,04-02-1991
1991 W07,MEL-PER,First,218,11-02-1991
1991 W08,MEL-PER,First,177,18-02-1991
1991 W09,MEL-PER,First,211,25-02-1991
1991 W10,MEL-PER,First,204,04-03-1991
1991 W11,MEL-PER,First,237,11-03-1991
1991 W12,MEL-PER,First,136,18-03-1991
1991 W13,MEL-PER,First,120,25-03-1991
1991 W14,MEL-PER,First,150,01-04-1991
1991 W15,MEL-PER,First,152,08-04-1991
1991 W16,MEL-PER,First,144,15-04-1991
1991 W17,MEL-PER,First,180,22-04-1991
1991 W18,MEL-PER,First,160,29-04-1991
1991 W19,MEL-PER,First,149,06-05-1991
1991 W20,MEL-PER,First,147,13-05-1991
1991 W21,MEL-PER,First,126,20-05-1991
1991 W22,MEL-PER,First,146,27-05-1991
1991 W23,MEL-PER,First,104,03-06-1991
1991 W24,MEL-PER,First,119,10-06-1991
1991 W25,MEL-PER,First,158,17-06-1991
1991 W26,MEL-PER,First,148,24-06-1991
1991 W27,MEL-PER,First,116,01-07-1991
1991 W28,MEL-PER,First,116,08-07-1991
1991 W29,MEL-PER,First,138,15-07-1991
1991 W30,MEL-PER,First,127,22-07-1991
1991 W31,MEL-PER,First,159,29-07-1991
1991 W32,MEL-PER,First,158,05-08-1991
1991 W33,MEL-PER,First,131,12-08-1991
1991 W34,MEL-PER,First,160,19-08-1991
1991 W35,MEL-PER,First,141,26-08-1991
1991 W36,MEL-PER,First,162,02-09-1991
1991 W37,MEL-PER,First,178,09-09-1991
1991 W38,MEL-PER,First,187,16-09-1991
1991 W39,MEL-PER,First,162,23-09-1991
1991 W40,MEL-PER,First,153,30-09-1991
1991 W41,MEL-PER,First,163,07-10-1991
1991 W42,MEL-PER,First,166,14-10-1991
1991 W43,MEL-PER,First,171,21-10-1991
1991 W44,MEL-PER,First,152,28-10-1991
1991 W45,MEL-PER,First,181,04-11-1991
1991 W46,MEL-PER,First,183,11-11-1991
1991 W47,MEL-PER,First,201,18-11-1991
1991 W48,MEL-PER,First,156,25-11-1991
1991 W49,MEL-PER,First,176,02-12-1991
1991 W50,MEL-PER,First,198,09-12-1991
1991 W51,MEL-PER,First,73,16-12-1991
1991 W52,MEL-PER,First,95,23-12-1991
1992 W01,MEL-PER,First,124,30-12-1992
1992 W02,MEL-PER,First,186,06-01-1992
1992 W03,MEL-PER,First,144,13-01-1992
1992 W04,MEL-PER,First,105,20-01-1992
1992 W05,MEL-PER,First,263,27-01-1992
1992 W06,MEL-PER,First,302,03-02-1992
1992 W07,MEL-PER,First,306,10-02-1992
1992 W08,MEL-PER,First,379,17-02-1992
1992 W09,MEL-PER,First,344,24-02-1992
1992 W10,MEL-PER,First,341,02-03-1992
1992 W11,MEL-PER,First,323,09-03-1992
1992 W12,MEL-PER,First,473,16-03-1992
1992 W13,MEL-PER,First,437,23-03-1992
1992 W14,MEL-PER,First,481,30-03-1992
1992 W15,MEL-PER,First,303,06-04-1992
1992 W16,MEL-PER,First,265,13-04-1992
1992 W17,MEL-PER,First,464,20-04-1992
1992 W18,MEL-PER,First,366,27-04-1992
1992 W19,MEL-PER,First,354,04-05-1992
1992 W20,MEL-PER,First,341,11-05-1992
1992 W21,MEL-PER,First,357,18-05-1992
1992 W22,MEL-PER,First,280,25-05-1992
1992 W23,MEL-PER,First,308,01-06-1992
1992 W24,MEL-PER,First,235,08-06-1992
1992 W25,MEL-PER,First,282,15-06-1992
1992 W26,MEL-PER,First,273,22-06-1992
1992 W27,MEL-PER,First,244,29-06-1992
1992 W28,MEL-PER,First,231,06-07-1992
1992 W29,MEL-PER,First,256,13-07-1992
1992 W30,MEL-PER,First,217,20-07-1992
1992 W31,MEL-PER,First,207,27-07-1992
1992 W32,MEL-PER,First,218,03-08-1992
1992 W33,MEL-PER,First,241,10-08-1992
1992 W34,MEL-PER,First,290,17-08-1992
1992 W35,MEL-PER,First,273,24-08-1992
1992 W36,MEL-PER,First,270,31-08-1992
1992 W37,MEL-PER,First,270,07-09-1992
1992 W38,MEL-PER,First,317,14-09-1992
1992 W39,MEL-PER,First,257,21-09-1992
1992 W40,MEL-PER,First,243,28-09-1992
1992 W41,MEL-PER,First,242,05-10-1992
1992 W42,MEL-PER,First,274,12-10-1992
1992 W43,MEL-PER,First,278,19-10-1992
1992 W44,MEL-PER,First,266,26-10-1992
1992 W45,MEL-PER,First,197,02-11-1992
1992 W46,MEL-PER,First,252,09-11-1992
1992 W47,MEL-PER,First,292,16-11-1992
1989 W28,MEL-SYD,Business,1524,10-07-1989
1989 W29,MEL-SYD,Business,2212,17-07-1989
1989 W30,MEL-SYD,Business,1777,24-07-1989
1989 W31,MEL-SYD,Business,2552,31-07-1989
1989 W32,MEL-SYD,Business,1889,07-08-1989
1989 W33,MEL-SYD,Business,851,14-08-1989
1989 W34,MEL-SYD,Business,0,21-08-1989
1989 W35,MEL-SYD,Business,0,28-08-1989
1989 W36,MEL-SYD,Business,0,04-09-1989
1989 W37,MEL-SYD,Business,0,11-09-1989
1989 W38,MEL-SYD,Business,0,18-09-1989
1989 W39,MEL-SYD,Business,0,25-09-1989
1989 W40,MEL-SYD,Business,0,02-10-1989
1989 W41,MEL-SYD,Business,618,09-10-1989
1989 W42,MEL-SYD,Business,565,16-10-1989
1989 W43,MEL-SYD,Business,414,23-10-1989
1989 W44,MEL-SYD,Business,543,30-10-1989
1989 W45,MEL-SYD,Business,712,06-11-1989
1989 W46,MEL-SYD,Business,652,13-11-1989
1989 W47,MEL-SYD,Business,709,20-11-1989
1989 W48,MEL-SYD,Business,793,27-11-1989
1989 W49,MEL-SYD,Business,838,04-12-1989
1989 W50,MEL-SYD,Business,763,11-12-1989
1989 W51,MEL-SYD,Business,266,18-12-1989
1989 W52,MEL-SYD,Business,362,25-12-1989
1990 W01,MEL-SYD,Business,665,01-01-1990
1990 W02,MEL-SYD,Business,957,08-01-1990
1990 W03,MEL-SYD,Business,1145,15-01-1990
1990 W04,MEL-SYD,Business,1312,22-01-1990
1990 W05,MEL-SYD,Business,1689,29-01-1990
1990 W06,MEL-SYD,Business,1762,05-02-1990
1990 W07,MEL-SYD,Business,2160,12-02-1990
1990 W08,MEL-SYD,Business,1877,19-02-1990
1990 W09,MEL-SYD,Business,2048,26-02-1990
1990 W10,MEL-SYD,Business,1824,05-03-1990
1990 W11,MEL-SYD,Business,1986,12-03-1990
1990 W12,MEL-SYD,Business,2032,19-03-1990
1990 W13,MEL-SYD,Business,1956,26-03-1990
1990 W14,MEL-SYD,Business,1503,02-04-1990
1990 W15,MEL-SYD,Business,1256,09-04-1990
1990 W16,MEL-SYD,Business,1752,16-04-1990
1990 W17,MEL-SYD,Business,1878,23-04-1990
1990 W18,MEL-SYD,Business,1945,30-04-1990
1990 W19,MEL-SYD,Business,1735,07-05-1990
1990 W20,MEL-SYD,Business,1825,14-05-1990
1990 W21,MEL-SYD,Business,1715,21-05-1990
1990 W22,MEL-SYD,Business,1594,28-05-1990
1990 W23,MEL-SYD,Business,1377,04-06-1990
1990 W24,MEL-SYD,Business,1686,11-06-1990
1990 W25,MEL-SYD,Business,1560,18-06-1990
1990 W26,MEL-SYD,Business,1692,25-06-1990
1990 W27,MEL-SYD,Business,1597,02-07-1990
1990 W28,MEL-SYD,Business,1729,09-07-1990
1990 W29,MEL-SYD,Business,1733,16-07-1990
1990 W30,MEL-SYD,Business,1813,23-07-1990
1990 W31,MEL-SYD,Business,1725,30-07-1990
1990 W32,MEL-SYD,Business,1909,06-08-1990
1990 W33,MEL-SYD,Business,1765,13-08-1990
1990 W34,MEL-SYD,Business,1781,20-08-1990
1990 W35,MEL-SYD,Business,1717,27-08-1990
1990 W36,MEL-SYD,Business,1884,03-09-1990
1990 W37,MEL-SYD,Business,1881,10-09-1990
1990 W38,MEL-SYD,Business,1433,17-09-1990
1990 W39,MEL-SYD,Business,1534,24-09-1990
1990 W40,MEL-SYD,Business,1926,01-10-1990
1990 W41,MEL-SYD,Business,1870,08-10-1990
1990 W42,MEL-SYD,Business,1942,15-10-1990
1990 W43,MEL-SYD,Business,2222,22-10-1990
1990 W44,MEL-SYD,Business,1909,29-10-1990
1990 W45,MEL-SYD,Business,2089,05-11-1990
1990 W46,MEL-SYD,Business,2026,12-11-1990
1990 W47,MEL-SYD,Business,2009,19-11-1990
1990 W48,MEL-SYD,Business,2034,26-11-1990
1990 W49,MEL-SYD,Business,2085,03-12-1990
1990 W50,MEL-SYD,Business,1330,10-12-1990
1990 W51,MEL-SYD,Business,318,17-12-1990
1990 W52,MEL-SYD,Business,522,24-12-1990
1991 W01,MEL-SYD,Business,824,31-12-1991
1991 W02,MEL-SYD,Business,1113,07-01-1991
1991 W03,MEL-SYD,Business,1285,14-01-1991
1991 W04,MEL-SYD,Business,1107,21-01-1991
1991 W05,MEL-SYD,Business,1591,28-01-1991
1991 W06,MEL-SYD,Business,1726,04-02-1991
1991 W07,MEL-SYD,Business,1758,11-02-1991
1991 W08,MEL-SYD,Business,1883,18-02-1991
1991 W09,MEL-SYD,Business,2089,25-02-1991
1991 W10,MEL-SYD,Business,2198,04-03-1991
1991 W11,MEL-SYD,Business,2449,11-03-1991
1991 W12,MEL-SYD,Business,1739,18-03-1991
1991 W13,MEL-SYD,Business,1480,25-03-1991
1991 W14,MEL-SYD,Business,2152,01-04-1991
1991 W15,MEL-SYD,Business,2258,08-04-1991
1991 W16,MEL-SYD,Business,1776,15-04-1991
1991 W17,MEL-SYD,Business,2355,22-04-1991
1991 W18,MEL-SYD,Business,2140,29-04-1991
1991 W19,MEL-SYD,Business,1988,06-05-1991
1991 W20,MEL-SYD,Business,2083,13-05-1991
1991 W21,MEL-SYD,Business,2115,20-05-1991
1991 W22,MEL-SYD,Business,1884,27-05-1991
1991 W23,MEL-SYD,Business,1797,03-06-1991
1991 W24,MEL-SYD,Business,1944,10-06-1991
1991 W25,MEL-SYD,Business,2001,17-06-1991
1991 W26,MEL-SYD,Business,1668,24-06-1991
1991 W27,MEL-SYD,Business,1527,01-07-1991
1991 W28,MEL-SYD,Business,1477,08-07-1991
1991 W29,MEL-SYD,Business,1949,15-07-1991
1991 W30,MEL-SYD,Business,1914,22-07-1991
1991 W31,MEL-SYD,Business,1632,29-07-1991
1991 W32,MEL-SYD,Business,1796,05-08-1991
1991 W33,MEL-SYD,Business,1696,12-08-1991
1991 W34,MEL-SYD,Business,1718,19-08-1991
1991 W35,MEL-SYD,Business,1442,26-08-1991
1991 W36,MEL-SYD,Business,1713,02-09-1991
1991 W37,MEL-SYD,Business,1796,09-09-1991
1991 W38,MEL-SYD,Business,1860,16-09-1991
1991 W39,MEL-SYD,Business,1554,23-09-1991
1991 W40,MEL-SYD,Business,1623,30-09-1991
1991 W41,MEL-SYD,Business,1641,07-10-1991
1991 W42,MEL-SYD,Business,1818,14-10-1991
1991 W43,MEL-SYD,Business,1969,21-10-1991
1991 W44,MEL-SYD,Business,1886,28-10-1991
1991 W45,MEL-SYD,Business,2030,04-11-1991
1991 W46,MEL-SYD,Business,1883,11-11-1991
1991 W47,MEL-SYD,Business,1871,18-11-1991
1991 W48,MEL-SYD,Business,1910,25-11-1991
1991 W49,MEL-SYD,Business,1921,02-12-1991
1991 W50,MEL-SYD,Business,1672,09-12-1991
1991 W51,MEL-SYD,Business,386,16-12-1991
1991 W52,MEL-SYD,Business,446,23-12-1991
1992 W01,MEL-SYD,Business,819,30-12-1992
1992 W02,MEL-SYD,Business,1238,06-01-1992
1992 W03,MEL-SYD,Business,1761,13-01-1992
1992 W04,MEL-SYD,Business,1650,20-01-1992
1992 W05,MEL-SYD,Business,2031,27-01-1992
1992 W06,MEL-SYD,Business,2064,03-02-1992
1992 W07,MEL-SYD,Business,2418,10-02-1992
1992 W08,MEL-SYD,Business,2171,17-02-1992
1992 W09,MEL-SYD,Business,2362,24-02-1992
1992 W10,MEL-SYD,Business,2328,02-03-1992
1992 W11,MEL-SYD,Business,2336,09-03-1992
1992 W12,MEL-SYD,Business,10301,16-03-1992
1992 W13,MEL-SYD,Business,9964,23-03-1992
1992 W14,MEL-SYD,Business,10433,30-03-1992
1992 W15,MEL-SYD,Business,8281,06-04-1992
1992 W16,MEL-SYD,Business,6128,13-04-1992
1992 W17,MEL-SYD,Business,9709,20-04-1992
1992 W18,MEL-SYD,Business,8828,27-04-1992
1992 W19,MEL-SYD,Business,8078,04-05-1992
1992 W20,MEL-SYD,Business,7527,11-05-1992
1992 W21,MEL-SYD,Business,7486,18-05-1992
1992 W22,MEL-SYD,Business,6711,25-05-1992
1992 W23,MEL-SYD,Business,5930,01-06-1992
1992 W24,MEL-SYD,Business,5462,08-06-1992
1992 W25,MEL-SYD,Business,3710,15-06-1992
1992 W26,MEL-SYD,Business,2894,22-06-1992
1992 W27,MEL-SYD,Business,3008,29-06-1992
1992 W28,MEL-SYD,Business,2829,06-07-1992
1992 W29,MEL-SYD,Business,3252,13-07-1992
1992 W30,MEL-SYD,Business,3021,20-07-1992
1992 W31,MEL-SYD,Business,2667,27-07-1992
1992 W32,MEL-SYD,Business,2740,03-08-1992
1992 W33,MEL-SYD,Business,2807,10-08-1992
1992 W34,MEL-SYD,Business,2961,17-08-1992
1992 W35,MEL-SYD,Business,2570,24-08-1992
1992 W36,MEL-SYD,Business,2671,31-08-1992
1992 W37,MEL-SYD,Business,2809,07-09-1992
1992 W38,MEL-SYD,Business,2712,14-09-1992
1992 W39,MEL-SYD,Business,2606,21-09-1992
1992 W40,MEL-SYD,Business,2500,28-09-1992
1992 W41,MEL-SYD,Business,2898,05-10-1992
1992 W42,MEL-SYD,Business,3152,12-10-1992
1992 W43,MEL-SYD,Business,3053,19-10-1992
1992 W44,MEL-SYD,Business,2745,26-10-1992
1992 W45,MEL-SYD,Business,3156,02-11-1992
1992 W46,MEL-SYD,Business,3069,09-11-1992
1992 W47,MEL-SYD,Business,3379,16-11-1992
1987 W26,MEL-SYD,Economy,20167,22-06-1987
1987 W27,MEL-SYD,Economy,20161,29-06-1987
1987 W28,MEL-SYD,Economy,19993,06-07-1987
1987 W29,MEL-SYD,Economy,20986,13-07-1987
1987 W30,MEL-SYD,Economy,20497,20-07-1987
1987 W31,MEL-SYD,Economy,20770,27-07-1987
1987 W32,MEL-SYD,Economy,21111,03-08-1987
1987 W33,MEL-SYD,Economy,20675,10-08-1987
1987 W34,MEL-SYD,Economy,22092,17-08-1987
1987 W35,MEL-SYD,Economy,20772,24-08-1987
1987 W36,MEL-SYD,Economy,21642,31-08-1987
1987 W37,MEL-SYD,Economy,21911,07-09-1987
1987 W39,MEL-SYD,Economy,23777,21-09-1987
1987 W40,MEL-SYD,Economy,22658,28-09-1987
1987 W41,MEL-SYD,Economy,23515,05-10-1987
1987 W42,MEL-SYD,Economy,21384,12-10-1987
1987 W43,MEL-SYD,Economy,24344,19-10-1987
1987 W44,MEL-SYD,Economy,21137,26-10-1987
1987 W45,MEL-SYD,Economy,23069,02-11-1987
1987 W46,MEL-SYD,Economy,23664,09-11-1987
1987 W47,MEL-SYD,Economy,23219,16-11-1987
1987 W48,MEL-SYD,Economy,23192,23-11-1987
1987 W49,MEL-SYD,Economy,23475,30-11-1987
1987 W50,MEL-SYD,Economy,22377,07-12-1987
1987 W51,MEL-SYD,Economy,16606,14-12-1987
1987 W52,MEL-SYD,Economy,13987,21-12-1987
1987 W53,MEL-SYD,Economy,16251,28-12-1987
1988 W01,MEL-SYD,Economy,18439,04-01-1988
1988 W02,MEL-SYD,Economy,20262,11-01-1988
1988 W03,MEL-SYD,Economy,19535,18-01-1988
1988 W04,MEL-SYD,Economy,22467,25-01-1988
1988 W05,MEL-SYD,Economy,24559,01-02-1988
1988 W06,MEL-SYD,Economy,24591,08-02-1988
1988 W07,MEL-SYD,Economy,24511,15-02-1988
1988 W08,MEL-SYD,Economy,24524,22-02-1988
1988 W09,MEL-SYD,Economy,23119,29-02-1988
1988 W10,MEL-SYD,Economy,23106,07-03-1988
1988 W11,MEL-SYD,Economy,23292,14-03-1988
1988 W12,MEL-SYD,Economy,21566,21-03-1988
1988 W13,MEL-SYD,Economy,18565,28-03-1988
1988 W14,MEL-SYD,Economy,24361,04-04-1988
1988 W15,MEL-SYD,Economy,22983,11-04-1988
1988 W16,MEL-SYD,Economy,21062,18-04-1988
1988 W17,MEL-SYD,Economy,21766,25-04-1988
1988 W18,MEL-SYD,Economy,22285,02-05-1988
1988 W19,MEL-SYD,Economy,22867,09-05-1988
1988 W20,MEL-SYD,Economy,23276,16-05-1988
1988 W21,MEL-SYD,Economy,20924,23-05-1988
1988 W22,MEL-SYD,Economy,21716,30-05-1988
1988 W23,MEL-SYD,Economy,20908,06-06-1988
1988 W24,MEL-SYD,Economy,21410,13-06-1988
1988 W25,MEL-SYD,Economy,21361,20-06-1988
1988 W26,MEL-SYD,Economy,22412,27-06-1988
1988 W27,MEL-SYD,Economy,21290,04-07-1988
1988 W28,MEL-SYD,Economy,22247,11-07-1988
1988 W29,MEL-SYD,Economy,22445,18-07-1988
1988 W30,MEL-SYD,Economy,21260,25-07-1988
1988 W31,MEL-SYD,Economy,22771,01-08-1988
1988 W32,MEL-SYD,Economy,23723,08-08-1988
1988 W33,MEL-SYD,Economy,23757,15-08-1988
1988 W34,MEL-SYD,Economy,23482,22-08-1988
1988 W35,MEL-SYD,Economy,23653,29-08-1988
1988 W36,MEL-SYD,Economy,26054,05-09-1988
1988 W37,MEL-SYD,Economy,25695,12-09-1988
1988 W38,MEL-SYD,Economy,26720,19-09-1988
1988 W39,MEL-SYD,Economy,15033,26-09-1988
1988 W40,MEL-SYD,Economy,22340,03-10-1988
1988 W41,MEL-SYD,Economy,19297,10-10-1988
1988 W42,MEL-SYD,Economy,23761,17-10-1988
1988 W43,MEL-SYD,Economy,22150,24-10-1988
1988 W44,MEL-SYD,Economy,22236,31-10-1988
1988 W45,MEL-SYD,Economy,23157,07-11-1988
1988 W46,MEL-SYD,Economy,24387,14-11-1988
1988 W47,MEL-SYD,Economy,23844,21-11-1988
1988 W48,MEL-SYD,Economy,23681,28-11-1988
1988 W49,MEL-SYD,Economy,24456,05-12-1988
1988 W50,MEL-SYD,Economy,19899,12-12-1988
1988 W51,MEL-SYD,Economy,13662,19-12-1988
1988 W52,MEL-SYD,Economy,15698,26-12-1988
1989 W01,MEL-SYD,Economy,18189,02-01-1989
1989 W02,MEL-SYD,Economy,19448,09-01-1989
1989 W03,MEL-SYD,Economy,20891,16-01-1989
1989 W04,MEL-SYD,Economy,22284,23-01-1989
1989 W05,MEL-SYD,Economy,23247,30-01-1989
1989 W06,MEL-SYD,Economy,24440,06-02-1989
1989 W07,MEL-SYD,Economy,22519,13-02-1989
1989 W08,MEL-SYD,Economy,22818,20-02-1989
1989 W09,MEL-SYD,Economy,23472,27-02-1989
1989 W10,MEL-SYD,Economy,24117,06-03-1989
1989 W11,MEL-SYD,Economy,24435,13-03-1989
1989 W12,MEL-SYD,Economy,20589,20-03-1989
1989 W13,MEL-SYD,Economy,23427,27-03-1989
1989 W14,MEL-SYD,Economy,20923,03-04-1989
1989 W15,MEL-SYD,Economy,22959,10-04-1989
1989 W16,MEL-SYD,Economy,19152,17-04-1989
1989 W17,MEL-SYD,Economy,22011,24-04-1989
1989 W18,MEL-SYD,Economy,20228,01-05-1989
1989 W19,MEL-SYD,Economy,21332,08-05-1989
1989 W20,MEL-SYD,Economy,20500,15-05-1989
1989 W21,MEL-SYD,Economy,19090,22-05-1989
1989 W22,MEL-SYD,Economy,21692,29-05-1989
1989 W23,MEL-SYD,Economy,20157,05-06-1989
1989 W24,MEL-SYD,Economy,22231,12-06-1989
1989 W25,MEL-SYD,Economy,20914,19-06-1989
1989 W26,MEL-SYD,Economy,21454,26-06-1989
1989 W27,MEL-SYD,Economy,21345,03-07-1989
1989 W28,MEL-SYD,Economy,19260,10-07-1989
1989 W29,MEL-SYD,Economy,18781,17-07-1989
1989 W30,MEL-SYD,Economy,17445,24-07-1989
1989 W31,MEL-SYD,Economy,19628,31-07-1989
1989 W32,MEL-SYD,Economy,17692,07-08-1989
1989 W33,MEL-SYD,Economy,7046,14-08-1989
1989 W34,MEL-SYD,Economy,0,21-08-1989
1989 W35,MEL-SYD,Economy,0,28-08-1989
1989 W36,MEL-SYD,Economy,0,04-09-1989
1989 W37,MEL-SYD,Economy,0,11-09-1989
1989 W38,MEL-SYD,Economy,0,18-09-1989
1989 W39,MEL-SYD,Economy,0,25-09-1989
1989 W40,MEL-SYD,Economy,0,02-10-1989
1989 W41,MEL-SYD,Economy,11569,09-10-1989
1989 W42,MEL-SYD,Economy,11973,16-10-1989
1989 W43,MEL-SYD,Economy,11123,23-10-1989
1989 W44,MEL-SYD,Economy,11479,30-10-1989
1989 W45,MEL-SYD,Economy,16969,06-11-1989
1989 W46,MEL-SYD,Economy,15997,13-11-1989
1989 W47,MEL-SYD,Economy,16555,20-11-1989
1989 W48,MEL-SYD,Economy,17959,27-11-1989
1989 W49,MEL-SYD,Economy,18868,04-12-1989
1989 W50,MEL-SYD,Economy,15400,11-12-1989
1989 W51,MEL-SYD,Economy,10544,18-12-1989
1989 W52,MEL-SYD,Economy,12755,25-12-1989
